Department_Code,Course_Number,Course_Name,Course_Description,Course_Credits,Course_Prerequisits
PSYC,2101,Statistical Methods for Behavioural Research,Application of statistical methods to behavioral problems; description of behavioral data in terms of averages| measures of variability| and measures of relationships; problems of sampling theory and tests of statistical hypotheses.,1,Psychology 1100
PSYC,2211,Introduction to Health Psychology,Psychological aspects of health and illness. The behavioural and social factors that play a role in the etiology of health and illness| including the prevention and treatment of illness and the maintenance of wellness. Topics include stress and stress management| dealing with pain and serious illness| and the role of lifestyle factors in disease.,0.5,Psychology 1100 or permission of the instructor
PSYC,2301,Personality Psychology,This course will survey a variety of topics in contemporary personality psychology| including personality assessment| behavioural consistency| behavioural genetics| motives| the unconscious| personal efficacy| the five-factor model| the self-concept| self-esteem| self-consciousness| self-fulfilling prophecies| stress and illness| personality and relationships| moral character| sex and gender| and emotion. There will also be coverage of some traditional personality theories.,1,Psychology 1100
PSYC,2401,Foundations of Biopsychology,Biopsychology is the branch of neuroscience concerned with how the brain| the peripheral nervous system| and the endocrine system control behaviour. Emphasis will be placed on the physiological mechanisms of behaviour including understanding organ| cellular and biochemical functions. Topics will include an introduction to brain anatomy| neurophysiology| behavioural endocrinology| sensory systems| motor systems| sleep physiology| physiology of learning and memory| biology of mood disorders| and neuropsychopharmacology.,1,Psychology 1100
PSYC,2451,Evolutionary Psychology,Presents a general framework for thinking about all aspects of mind and behaviour. The course will focus on the theoretical foundations and assumptions of evolutionary psychology such as natural and sexual selection| adaptation| inclusive fitness| and the levels and targets of selection and explore issues such as innateness and development| the significance of ancestral ecology| the modularity of mind| and the origins of cooperation and culture. Students will be equipped with the means to view any psychological phenomenon from an evolutionary perspective.,0.5,Psychology 1100
PSYC,2511,Conditioning and Learning,Major topics presented are: habituation| classical conditioning| instrumental conditioning| schedule control| stimulus control| conditioned reinforcement| generalization and discrimination| aversive control.,0.5,Psychology 1100
PSYC,2801,Social Psychology,A survey of theory and research on the nature and causes of thoughts| feelings| and behaviours in social situations. Topics include person perception| social cognition| attitudes| prejudice and discrimination| interpersonal attraction| personal relationships| aggression| pro-social behaviour| conformity and compliance| and behaviour in groups.,1,Psychology 1100
PSYC,2917,Research Opportunity I,An opportunity for student to work in a research project of a professor in return for course credit.,0.5,Psychology 1100
PSYC,2937,Research Opportunity II,An opportunity for student to work in a research project of a professor in return for course credit.,0.5,Psychology 1100
PSYC,3041,Directed Reading,A reading and research course intended for students with special interests and abilities. Students will meet with an appropriate professor for tutorials throughout the year.,1,Psychology 2101 and two FCEs in Psychology
PSYC,3081,The Exceptional Child,An in-depth examination of various forms of atypical development. The emphasis is on cognitive| social| and emotional effects of physical and sensory impairment| intellectual retardation| emotional disturbances and giftedness.,1,Psychology 2002 or permission of the instructor
PSYC,3131,Psychology and Aging,An examination of developmental processes that occur in later life| with a focus on theory| research| and practical issues. Topics will include theoretical perspectives on change in old age| biological changes| cognitive changes| social and personality changes| stressful life events| death| assessment and intervention with the elderly.,0.5,Gerontology 3131
PSYC,3161,Sensation and Perception,An introduction to the study of our senses and the ways in which we perceive through them. Emphasis will be placed on studying the underlying mechanisms of visual function such as colour| form| depth and movement perception. This will include an introduction to neurophysiology| psychophysical measurement and cognitive processing. Many of the principles established from vision research will then be applied to some of the other modalities such as audition| somesthesis and olfaction.,1,Psychology 1100
PSYC,3201,Introduction to Psychometric Theory,Theory and principles underlying the construction and use of psychological tests. A critical evaluation of intelligence| learning| achievement| aptitude| interest and personality tests.,1,Psychology 1100 and 2101
PSYC,3210,Cross-Cultural Psychology,A review of research and theory on how culture influences psychological processes. Dimensions of cultural variability| including individualism and collectivism| will be discussed. How these dimensions ultimately affect cognition| emotion| and behaviour through culturally-defined practices such as child-rearing will also be explored. Topics will include the role of culture in development| personality| social behaviour| language| gender| health| and abnormal psychology. The psychological process of adjusting to a new culture will also be explored.,0.5,Psychology 1100
PSYC,3211,Environmental Psychology,An in-depth review of how social| cultural| and cognitive psychological factors interact to produce| maintain| and resolve environmental problems. The roles of these factors in adaptation to climate change and cultural shifts to sustainability are also explored. Topics within environmental psychology will include social influence| attitudes| motivation| cultural values| and implicit cognitive processes.,0.5,Psychology 1100
PSYC,3331,Industrial and Organizational Psychology,A survey of the application of Psychology in business and industry emphasizing research methodology and the results of relevant research.,0.5,Psychology 1100
PSYC,3401,Behaviour and Drugs,Critical examination of the interaction between behaviour and drugs| i.e. how drugs affect the body and behaviour| development of tolerance to| and dependence on drugs| and therapeutic applications of all drug groups. Discussions focus on drug effects over the entire life span.,1,Psychology 1100
PSYC,3511,Animal Behaviour,An historic| methodological and substantive introduction to animal behaviour is presented from the perspectives of comparative psychology| ethology| sociobiology and ecology.,0.5,Psychology 1100
PSYC,3531,Research Methods in Animal Behaviour,The class consists of projects illustrating the use of observational and experimental techniques in animal behaviour research. Facilities to work with fish| birds and small rodents are available.,0.5,Psychology 3511 or permission of the Department
PSYC,3715,Psychology of Human Sexuality,A multi-disciplinary examination of the complex issues involved in human sexuality. Topics will include anatomy| physiology| ethics| unconventional sexuality| aging| and identification and treatment of sexual disorders.,0.5,Psychology 1100
PSYC,3811,Special Topics in Psychology,This course will cover a specific topic in Psychology. The topic may vary from year to year and will be announced in advance by the Department.,0.5,Psychology 1100
PSYC,3815,Directed Reading,A course of specialized readings arranged between a student and a faculty member within the Department of Psychology. Topics generally relate to those areas of Psychology in which faculty members have specific expertise or research experience.,0.5,Psychology 2101 and two FCEs in Psychology
PSYC,3911,Introduction to Research Processes,This course will examine the theoretical and practical aspects of conducting research in behavioural science such as (a) searching for a worthwhile research problem| (b) planning and conducting research| (c) examining issues in the analysis of the data| and (d) interpreting and communicating research findings. Topics related to research will be covered| such as ethics| validity| variables| controls| and designs.,0.5,Psychology 2101
PSYC,3913,Memory and Cognition Laboratory,Examines issues and methods in experimental psychological research. Students conduct supervised research projects| and read| critique| and write research articles. Exercises and demonstrations| followed by experiments done jointly with other members of the class| and a final individual research project| in the broad area of human perception| memory| and cognition.,0.5,"Psychology 1100 and 2101, and one of the following: Psychology 2003, 2401, 2501 or 3161; or permission of the instructor"
PSYC,4032,Psychotherapy I - History,An in-depth overview of the different therapeutic modalities that will be useful for students who are considering graduate studies in clinical psychology. Topics to be covered include an overview of the history of clinical psychology| professional training requirements and career opportunities for clinical psychologists| evidence-based practices| and a critical examination of the cognitive and behavioural modalities of psychotherapeutic techniques. The theoretical framework and application of each modality will be discussed.,0.5,Psychology 3001
PSYC,4033,Psychotherapy II - Therapeutic Modalities,An in-depth overview of the different therapeutic modalities that will be useful for students who are considering graduate studies in clinical psychology. Topics to be covered include psychoanalysis| humanistic and systemic psychotherapeutic techniques. The theoretical framework and application of each modality will be critically examined and discussed. Intervention strategies| used with the younger populations (children and adolescents)| will be considered that are based on therapeutic modalities covered in the current course and in Psychotherapy I.,0.5,Psychology 3001 and 4032
PSYC,4111,Advanced Statistics for Behavioural Research,Application of analysis of variance and related techniques to psychological research. Topics will include randomized groups designs| repeated measures and mixed designs| a priori and post hoc comparisons| and simple effects analysis. Emphasis will be on the advantages and limitations of different designs| their analysis using the SPSS package| and the interpretation of findings.,0.5,Psychology 2101 or another introductory statistics course covering descriptive and inferential methods
PSYC,4151,Advanced Studies in the Psychology of Aging,An in-depth examination of selected topics in normal aging| with emphasis on both research methodology and the practical utilization of findings. Measurement and research design issues associated with the use of primary versus secondary data (e.g.| survey data and administrative data) will be explored. The topics included will range from physical performance through cognition to psychosocial well-being| with the main theoretical perspective being on the promotion of a higher quality of life in older people.,0.5,Psychology 3131 or permission of the instructor
PSYC,4212,Gender and Mental Health,A gender perspective on mental health and related health issues. Topics will include the influence of gender and sex roles on people's behaviour| mental health diagnosis| treatment and research. Although the analysis of mental health issues will be conducted in relation to men and women| the emphasis will be placed on women's health concerns.,0.5,Psychology 3001 or permission of the instructor
PSYC,4215,Community Psychology,An in-depth review of how the interactions between person and society impact upon individual and community functioning. Research will be explored on the ways in which individuals interact with other individuals| social groups| institutions| communities| the larger culture| and environment. A specific focus will be the effects of various social issues on individual and community well-being. Topics will include| unemployment| discrimination| environmental degradation| intergroup conflict| immigration| and diversity.,0.5,Psychology 2801 or permission of the instructor
PSYC,4331,Advanced Social Psychology,Applications of social psychology and selected research and theoretical issues (e.g.| aggression| social cognition| health| cooperation| relationships| conflict| social influence). Required readings for each class that will be discussed by the group.,0.5,Psychology 2801 or permission of the Department
PSYC,4411,Biopsychology I,Advanced study of the biological bases of behaviour. Selection of specific topics may vary from year to year.,0.5,Psychology 2401 or permission of the Department
PSYC,4511,Learning and Memory,Neurological| information processing| and cognitive perspectives on human learning and memory. The topics include acquisition| storage| and retrieval of memory| the durability of memory| the development of specific skills| everyday/applied memory| and disorders of memory.,0.5,"Psychology 2101 and two FCEs in Psychology, or permission of the instructor"
PSYC,4531,Emotion and Motivation,Neurophysiological| evolutionary| information processing| and cognitive/affective perspectives on human emotion| motivation and the interaction of human emotion and cognition. The topics include emotion as behaviour| communication| and representation and descriptions of the physiological and affective contributions to motivated behaviour and decisions.,0.5,"Psychology 2101 and two FCEs in Psychology, or permission of the instructor"
PSYC,4611,History of Psychology,The historical and theoretical foundations of psychology from its philosophical and scientific antecedents to the early studies of the nervous system will be reviewed. Main currents in psychological thought such as the emergence of experimental psychology and the development of clinical psychology will be emphasized.,0.5,"Psychology 2101 and two FCEs in Psychology, or permission of the instructor"
PSYC,4711,Neuropsychological Dysfunctions,"An introduction to human neuropsychology and neuropsychological dysfunctions. Neuropsychology involves the study of relationships between brain functions and behaviour. A focus will be on examining structural and functional brain and behaviour changes in various neurological disorders (e.g.| cerebrovascular disorders)| psychiatric disorders (e.g.| schizophrenia)| dementias (e.g.| Alzheimer’s)| and types of brain injury.	
",0.5,"Psychology 2003, 2401, or 3401; or permission of the instructor and Chair of the Department"
PSYC,4811,Special Topics in Psychology,This course will cover a specific topic in Psychology. The topic may vary from year to year and will be announced in advance by the Department.,0.5,"Psychology 2101 and two FCEs in Psychology, or permission of the instructor"
PSYC,4901,Honours Thesis,Restricted to students in the fourth year of the Specialized Honours in Psychology (HBA or HBSc) programs| or to students in the fourth year of the Honours (HBA| HBSc) programs with permission of the Department.,1,Psychology 4111
RELI,1100,Introduction to World Religions,An introduction to the religions of the world| with special attention to Hinduism| Buddhism| Taoism| Confucianism| Judaism| Christianity and Islam. An enquiry into the history of religions and the manifestations and meaning of religion in relation to its cultural context.,1,none
RELI,2501,Introduction to the Bible,Understanding the Bible today in terms of the major events| stories| meanings and beliefs of the Hebrew and early Christian peoples| and in light of contemporary principles of interpretation.,1,none
RELI,3705,Special Topics,Special topics in Religious Studies chosen by the Religious Studies Committee. May be offered as a reading and research course with the permission of the Committee.,1,Yes
SOWK,1100,Introduction to Social Welfare,"This course pursues a critical analysis of the evolution of social work as a major social institution in Canada and the development of social work as a profession. Attention is given to the history of society's response to meeting human needs| to varying philosophical and theoretical perspectives and motivations for social work and special areas of concern| such as poverty and special needs groups. Attention is also being focused on the notion of the ""helping professions"" and particularly on the historical and philosophical evolution of the social work profession and the scientific| political| social| religious and economic forces which influenced its development.",1,none
SOWK,2401,Foundations of Social Work Practice,This course is designed to examine the historical development of social work's knowledge base and the philosophical foundations upon which it is based,1,none
SOWK,3215,Preparatory Skills for Social Work Practice,This course will provide students with the opportunity to explore various dimensions of the professional use of self. From an ecological and experiential approach| students will be introduced to exercises on verbal/non-verbal communications| professional relationships| mutuality and social work ethics.,0.5,Social Work 3401
SOWK,3230,Dementia Care: A Case Study Approach,See Interdisciplinary Programs in Gerontology| Gerontology Courses| Gerontology 3230| for full course description.,0.5,Gerontology 3230
SOWK,3313,Northern Social Work Practice,An examination of generalist social work practice within the context of northern| remote| and rural settings. Particular characteristics| issues| and problems associated with these settings are examined. The demands and expectations for the practitioner in terms of principles| skills| assumptions| and a generalist practice framework to facilitate northern practice and the significance of natural helping networks in northern communities are explored.,0.5,none
SOWK,3315,Foundation Skills in Social Work Practice I,This course will provide students with the opportunity to develop the counselling/communication skills associated with practice roles as introduced in Social Work 3401. Special attention will be given to issues associated with cross-cultural counselling including first nation peoples. This is an experiential course which utilizes a wide variety of social work laboratory techniques.,0.5,Social Work 3215
SOWK,3401,Theory of Social Work Practice I,This first professional practice theory course is designed to provide students with an introduction to the generalist practice approach in social work. The course focus is on intervention with individuals and families. Students are introduced to the ecological-systems perspective as a broad framework for understanding social work problems| and to a range of selected theories. Special attention will be paid to approaches appropriate for Northern practice.,1,"Social Work 3215,  Social Work 4407"
SOWK,3413,Child Welfare,An examination of abuse| violence| and dysfunction within families. The emphasis will be on intervention strategies| services| prevention| and education. The role of human service systems| helping professionals and community response to the variety of issues related to public child welfare and family welfare in contemporary society and northern communities will be examined.,0.5,none
SOWK,3415,Treatment of Drug and Alcohol Abuse,An interdisciplinary examination of the assessment and treatment of addictions. A biopsychosocial perspective is used to study current theory and practice. The course content is relevant to studies in the human services| education and health care fields.,0.5,none
SOWK,3437,Social Work Practice with Older People,An interdisciplinary examination of key issues of social policy and practice with older adults. The knowledge| values and skills for social work with older people and their families is presented using a biopsychosocial perspective. The course content is relevant to studies in the human services| education and health care fields.,0.5,Gerontology 3437
SOWK,3439,Living with Grief and Loss,A study of the human grief process| whether it is due to bereavement or other significant life losses| and effective ways to support people in adapting to their new reality. Both normal and complicated grief will be considered. The course is relevant to studies in the human services| gerontology| education and health care.,0.5,Gerontology 3439
SOWK,3450,Introduction to Case Management,See School of Nursing| Nursing Courses| Nursing 3450| for full course description.,0.5,Nursing 3450/Women's Studies 3450/Gerontology 3450
SOWK,3500,Field Instruction I,"Planned and supervised practice of social work in approved settings in which the students obtain an opportunity to apply the theories and principles learned in the classroom.

Students will work with the Field Coordinator to plan and develop their placement experience| and will participate in seminars designed to integrate classroom learning with field learning. The course will include activities such as participation in Agency Education Day| Practicum Orientation sessions| meetings with Field Coordinators and interviews with agency supervisors| completion of the Learning Contract| and completion of Evidence of Learning.",1.5,Social Work 3401
SOWK,3515,Life Course Studies,See Department of Sociology| Sociology Courses| Sociology 3515| for full course description.,0.5,Sociology 3515/Gerontology 3515
SOWK,3630,Social Work Practice with Children and Families,Designed to provide students with theoretical knowledge and clinical skills relating to social work practice with families incorporating a variety of family and child therapies.,0.5,none
SOWK,4055,Interprofessional Education and Wellness,See School of Kinesiology| Kinesiology Courses| Kinesiology 4055| for full course description.,0.5,Kinesiology 4055/Nursing 4055/Gerontology 4055
SOWK,4212,Social Policy and Social Welfare,Examination of in-depth approaches to policy making and critical analysis of selected welfare policies in Canada on municipal| provincial and national levels.,0.5,Permission of the Department
SOWK,4213,Violence and Social Work Practice,Examining issues regarding societal violence| social policy and social work practice with the implications for individuals| families| groups and communities. Special issues include structural violence| family violence| safer communities| and violent offenders.,0.5,Women's Studies 4213
SOWK,4217,Foundation Skills in Social Work Practice II,Introduces students to group work/community work skills associated with the social work practice roles introduced in SW4401. Special attention will be given to the application of these skills within a northern based practice setting. This is an experiential course which utilizes a wide variety of social work laboratory techniques.,0.5,"Social Work 3315, 3401, 3500"
SOWK,4253,Special Issues in Social Work,This course shall be offered in response to identified areas of special interest primarily for the human service community.,0.5,Yes
SOWK,4300,Theory of Social Work Practice,This course focuses on theory relevant to an integrated generalist approach to social work practice and builds on the ecological-systems perspective with an emphasis on northern settings. Exposure to traditional helping approaches of First Nations Peoples is integrated into the course. Application is made of generalist theory to five client systems: individuals| small groups and families with an emphasis on practice with communities and organizations. Case examples are drawn from fields of practice including: child welfare| mental health| family service| education| corrections| health and aging.,1,"Social Work 3401, 4407"
SOWK,4401,Theory of Social Work Practice II,Focuses on theory relevant to an integrated generalist approach to social work practice and builds on the ecological-systems perspective with an emphasis on northern settings. Exposure to traditional helping approaches of First Nations Peoples is integrated into the course. Application is made of generalist theory to five client systems: individuals| small groups and families with an emphasis on practice with communities and organizations. Case examples are drawn from fields of practice including: child welfare| mental health| family service| education| corrections| health and aging.,1,"Social Work 3401, 3500"
SOWK,4405,Research in Social Work,Critical examination of selected research materials in the field of social work. Discussion of the role of the social work practitioner as a consumer of research findings and participant in research. Quantitative approaches to the measurements of cost and effectiveness of services will be examined; as well as qualitative approaches to program evaluation.,1,none
SOWK,4407,Foundation Skills in Social Work Practice,This course provides students with the opportunity to understand and learn about the professional use of self. One's values| attitudes and beliefs as well as an understanding| appreciation and respect for cultural diversity will be emphasized. Particular attention is devoted to the application of relationship and communication theories and how critical these theories are to social work practice particularly in a northern context. A laboratory approach is used whereby students learn through self-examination exercises and participation in role playing.,1,Social Work 4300
SOWK,4411,Social Work Practice and Aboriginal People,Designed to promote an awareness| understanding| and appreciation for Aboriginal people. Emphasis will be on culture| values| beliefs| and appropriate intervention strategies for social workers in terms of knowledge| skills| and methods. Issues of social policy| programs and services| and the practice of social work in First Nations communities will be explored. Aboriginal involvement| participation| and culture are important dimensions to this course.,0.5,Indigenous Learning 4411
SOWK,4500,Field Instruction II,"A combined social work practice experience and seminars for deepening and refining the student's knowledge and skills in social work intervention. The student will spend an equivalent of 60 days in field work experience.

The course will include activities such as meetings with Field Coordinators and interviews with agency supervisors| completion of the Learning Contract| and completion of Evidence of Learning.",1.5,Social Work 3500
SOWK,4501,Field Instruction II,A combined social work practice experience and seminars for deepening and refining the student's knowledge and skills in social work intervention. The student will spend an equivalent of 60 days in field work experience.,1,Social Work 3500
SOWK,4511,Sociology of Disability,See Department of Sociology| Sociology Courses| Sociology 4511| for full course description.,0.5,Sociology 4511/Women's Studies 4511/Gerontology 4511
SOWK,4610,Social Work Practice with Diverse Populations,This course seeks to develop a culturally sensitive approach to practice by: enhancing self-awareness| helping students learn effective intervention skills| and promoting awareness and sensitivity regarding issues faced by diverse populations within our society. It is relevant to the studies in the human service| education and health care fields.,0.5,none
SOWK,4770,Psychosocial Palliative Care,An examination of the social| psychological and spiritual issues faced by people who are dying| and the knowledge| values and skills needed to effectively support them| their families and friends. Emphasis is placed on the importance of a team approach in providing holistic palliative care. The course content is relevant to studies in the human services| education and health care fields.,0.5,Gerontology 4770
SOWK,4919,Special Topics I,A reading course specifically designed to provide students with the opportunity to investigate topics of special interest.,0.5,Yes
SOWK,4939,Special Topics II,A reading course specifically designed to provide students with the opportunity to investigate topics of special interest.,0.5,Yes
SOWK,1100,Introduction to Social Welfare,"This course pursues a critical analysis of the evolution of social work as a major social institution in Canada and the development of social work as a profession. Attention is given to the history of society's response to meeting human needs| to varying philosophical and theoretical perspectives and motivations for social work and special areas of concern| such as poverty and special needs groups. Attention is also being focused on the notion of the ""helping professions"" and particularly on the historical and philosophical evolution of the social work profession and the scientific| political| social| religious and economic forces which influenced its development.",1,none
SOWK,2401,Foundations of Social Work Practice,This course is designed to examine the historical development of social work's knowledge base and the philosophical foundations upon which it is based,1,none
SOWK,3215,Preparatory Skills for Social Work Practice,This course will provide students with the opportunity to explore various dimensions of the professional use of self. From an ecological and experiential approach| students will be introduced to exercises on verbal/non-verbal communications| professional relationships| mutuality and social work ethics.,0.5,Social Work 3401
SOWK,3230,Dementia Care: A Case Study Approach,See Interdisciplinary Programs in Gerontology| Gerontology Courses| Gerontology 3230| for full course description.,0.5,Gerontology 3230
SOWK,3313,Northern Social Work Practice,An examination of generalist social work practice within the context of northern| remote| and rural settings. Particular characteristics| issues| and problems associated with these settings are examined. The demands and expectations for the practitioner in terms of principles| skills| assumptions| and a generalist practice framework to facilitate northern practice and the significance of natural helping networks in northern communities are explored.,0.5,none
SOWK,3315,Foundation Skills in Social Work Practice I,This course will provide students with the opportunity to develop the counselling/communication skills associated with practice roles as introduced in Social Work 3401. Special attention will be given to issues associated with cross-cultural counselling including first nation peoples. This is an experiential course which utilizes a wide variety of social work laboratory techniques.,0.5,Social Work 3215
SOWK,3401,Theory of Social Work Practice I,This first professional practice theory course is designed to provide students with an introduction to the generalist practice approach in social work. The course focus is on intervention with individuals and families. Students are introduced to the ecological-systems perspective as a broad framework for understanding social work problems| and to a range of selected theories. Special attention will be paid to approaches appropriate for Northern practice.,1,"Social Work 3215,  Social Work 4407"
SOWK,3413,Child Welfare,An examination of abuse| violence| and dysfunction within families. The emphasis will be on intervention strategies| services| prevention| and education. The role of human service systems| helping professionals and community response to the variety of issues related to public child welfare and family welfare in contemporary society and northern communities will be examined.,0.5,none
SOWK,3415,Treatment of Drug and Alcohol Abuse,An interdisciplinary examination of the assessment and treatment of addictions. A biopsychosocial perspective is used to study current theory and practice. The course content is relevant to studies in the human services| education and health care fields.,0.5,none
SOWK,3437,Social Work Practice with Older People,An interdisciplinary examination of key issues of social policy and practice with older adults. The knowledge| values and skills for social work with older people and their families is presented using a biopsychosocial perspective. The course content is relevant to studies in the human services| education and health care fields.,0.5,Gerontology 3437
SOWK,3439,Living with Grief and Loss,A study of the human grief process| whether it is due to bereavement or other significant life losses| and effective ways to support people in adapting to their new reality. Both normal and complicated grief will be considered. The course is relevant to studies in the human services| gerontology| education and health care.,0.5,Gerontology 3439
SOWK,3450,Introduction to Case Management,See School of Nursing| Nursing Courses| Nursing 3450| for full course description.,0.5,Nursing 3450/Women's Studies 3450/Gerontology 3450
SOWK,3500,Field Instruction I,"Planned and supervised practice of social work in approved settings in which the students obtain an opportunity to apply the theories and principles learned in the classroom.

Students will work with the Field Coordinator to plan and develop their placement experience| and will participate in seminars designed to integrate classroom learning with field learning. The course will include activities such as participation in Agency Education Day| Practicum Orientation sessions| meetings with Field Coordinators and interviews with agency supervisors| completion of the Learning Contract| and completion of Evidence of Learning.",1.5,Social Work 3401
SOWK,3515,Life Course Studies,See Department of Sociology| Sociology Courses| Sociology 3515| for full course description.,0.5,Sociology 3515/Gerontology 3515
SOWK,3630,Social Work Practice with Children and Families,Designed to provide students with theoretical knowledge and clinical skills relating to social work practice with families incorporating a variety of family and child therapies.,0.5,none
SOWK,4055,Interprofessional Education and Wellness,See School of Kinesiology| Kinesiology Courses| Kinesiology 4055| for full course description.,0.5,Kinesiology 4055/Nursing 4055/Gerontology 4055
SOWK,4212,Social Policy and Social Welfare,Examination of in-depth approaches to policy making and critical analysis of selected welfare policies in Canada on municipal| provincial and national levels.,0.5,Permission of the Department
SOWK,4213,Violence and Social Work Practice,Examining issues regarding societal violence| social policy and social work practice with the implications for individuals| families| groups and communities. Special issues include structural violence| family violence| safer communities| and violent offenders.,0.5,Women's Studies 4213
SOWK,4217,Foundation Skills in Social Work Practice II,Introduces students to group work/community work skills associated with the social work practice roles introduced in SW4401. Special attention will be given to the application of these skills within a northern based practice setting. This is an experiential course which utilizes a wide variety of social work laboratory techniques.,0.5,"Social Work 3315, 3401, 3500"
SOWK,4253,Special Issues in Social Work,This course shall be offered in response to identified areas of special interest primarily for the human service community.,0.5,Yes
SOWK,4300,Theory of Social Work Practice,This course focuses on theory relevant to an integrated generalist approach to social work practice and builds on the ecological-systems perspective with an emphasis on northern settings. Exposure to traditional helping approaches of First Nations Peoples is integrated into the course. Application is made of generalist theory to five client systems: individuals| small groups and families with an emphasis on practice with communities and organizations. Case examples are drawn from fields of practice including: child welfare| mental health| family service| education| corrections| health and aging.,1,"Social Work 3401, 4407"
SOWK,4401,Theory of Social Work Practice II,Focuses on theory relevant to an integrated generalist approach to social work practice and builds on the ecological-systems perspective with an emphasis on northern settings. Exposure to traditional helping approaches of First Nations Peoples is integrated into the course. Application is made of generalist theory to five client systems: individuals| small groups and families with an emphasis on practice with communities and organizations. Case examples are drawn from fields of practice including: child welfare| mental health| family service| education| corrections| health and aging.,1,"Social Work 3401, 3500"
SOWK,4405,Research in Social Work,Critical examination of selected research materials in the field of social work. Discussion of the role of the social work practitioner as a consumer of research findings and participant in research. Quantitative approaches to the measurements of cost and effectiveness of services will be examined; as well as qualitative approaches to program evaluation.,1,none
SOWK,4407,Foundation Skills in Social Work Practice,This course provides students with the opportunity to understand and learn about the professional use of self. One's values| attitudes and beliefs as well as an understanding| appreciation and respect for cultural diversity will be emphasized. Particular attention is devoted to the application of relationship and communication theories and how critical these theories are to social work practice particularly in a northern context. A laboratory approach is used whereby students learn through self-examination exercises and participation in role playing.,1,Social Work 4300
SOWK,4411,Social Work Practice and Aboriginal People,Designed to promote an awareness| understanding| and appreciation for Aboriginal people. Emphasis will be on culture| values| beliefs| and appropriate intervention strategies for social workers in terms of knowledge| skills| and methods. Issues of social policy| programs and services| and the practice of social work in First Nations communities will be explored. Aboriginal involvement| participation| and culture are important dimensions to this course.,0.5,Indigenous Learning 4411
SOWK,4500,Field Instruction II,"A combined social work practice experience and seminars for deepening and refining the student's knowledge and skills in social work intervention. The student will spend an equivalent of 60 days in field work experience.

The course will include activities such as meetings with Field Coordinators and interviews with agency supervisors| completion of the Learning Contract| and completion of Evidence of Learning.",1.5,Social Work 3500
SOWK,4501,Field Instruction II,A combined social work practice experience and seminars for deepening and refining the student's knowledge and skills in social work intervention. The student will spend an equivalent of 60 days in field work experience.,1,Social Work 3500
SOWK,4511,Sociology of Disability,See Department of Sociology| Sociology Courses| Sociology 4511| for full course description.,0.5,Sociology 4511/Women's Studies 4511/Gerontology 4511
SOWK,4610,Social Work Practice with Diverse Populations,This course seeks to develop a culturally sensitive approach to practice by: enhancing self-awareness| helping students learn effective intervention skills| and promoting awareness and sensitivity regarding issues faced by diverse populations within our society. It is relevant to the studies in the human service| education and health care fields.,0.5,none
SOWK,4770,Psychosocial Palliative Care,An examination of the social| psychological and spiritual issues faced by people who are dying| and the knowledge| values and skills needed to effectively support them| their families and friends. Emphasis is placed on the importance of a team approach in providing holistic palliative care. The course content is relevant to studies in the human services| education and health care fields.,0.5,Gerontology 4770
SOWK,4919,Special Topics I,A reading course specifically designed to provide students with the opportunity to investigate topics of special interest.,0.5,Yes
SOWK,4939,Special Topics II,A reading course specifically designed to provide students with the opportunity to investigate topics of special interest.,0.5,Yes
SOWK,1100,Introduction to Social Welfare,"This course pursues a critical analysis of the evolution of social work as a major social institution in Canada and the development of social work as a profession. Attention is given to the history of society's response to meeting human needs| to varying philosophical and theoretical perspectives and motivations for social work and special areas of concern| such as poverty and special needs groups. Attention is also being focused on the notion of the ""helping professions"" and particularly on the historical and philosophical evolution of the social work profession and the scientific| political| social| religious and economic forces which influenced its development.",1,none
SOWK,2401,Foundations of Social Work Practice,This course is designed to examine the historical development of social work's knowledge base and the philosophical foundations upon which it is based,1,none
SOWK,3215,Preparatory Skills for Social Work Practice,This course will provide students with the opportunity to explore various dimensions of the professional use of self. From an ecological and experiential approach| students will be introduced to exercises on verbal/non-verbal communications| professional relationships| mutuality and social work ethics.,0.5,Social Work 3401
SOWK,3230,Dementia Care: A Case Study Approach,See Interdisciplinary Programs in Gerontology| Gerontology Courses| Gerontology 3230| for full course description.,0.5,Gerontology 3230
SOWK,3313,Northern Social Work Practice,An examination of generalist social work practice within the context of northern| remote| and rural settings. Particular characteristics| issues| and problems associated with these settings are examined. The demands and expectations for the practitioner in terms of principles| skills| assumptions| and a generalist practice framework to facilitate northern practice and the significance of natural helping networks in northern communities are explored.,0.5,none
SOWK,3315,Foundation Skills in Social Work Practice I,This course will provide students with the opportunity to develop the counselling/communication skills associated with practice roles as introduced in Social Work 3401. Special attention will be given to issues associated with cross-cultural counselling including first nation peoples. This is an experiential course which utilizes a wide variety of social work laboratory techniques.,0.5,Social Work 3215
SOWK,3401,Theory of Social Work Practice I,This first professional practice theory course is designed to provide students with an introduction to the generalist practice approach in social work. The course focus is on intervention with individuals and families. Students are introduced to the ecological-systems perspective as a broad framework for understanding social work problems| and to a range of selected theories. Special attention will be paid to approaches appropriate for Northern practice.,1,"Social Work 3215,  Social Work 4407"
SOWK,3413,Child Welfare,An examination of abuse| violence| and dysfunction within families. The emphasis will be on intervention strategies| services| prevention| and education. The role of human service systems| helping professionals and community response to the variety of issues related to public child welfare and family welfare in contemporary society and northern communities will be examined.,0.5,none
